Sample Name,S Parameter,S Uncertainty,Left W Parameter,Left W Uncertainty,Right W Parameter,Right W Uncertainty
Y1Y2HEAT_20260506_075807.csv,0.583838885675238,0.00107351549297676,0,0,0,0
Y1Y2HEAT_20260506_083116.csv,0.582631252765894,0.00107076410606849,0,0,0,0
Y1Y2HEAT_20260506_090426.csv,0.5822822717129,0.00107020162773503,0,0,0,0
Y1Y2HEAT_20260506_090934.csv,0.582558783262473,0.00283609873908446,0,0,0,0
Y1Y2HEAT_20260506_094234.csv,0.583939869018909,0.00107377899416276,0,0,0,0
Y1Y2HEAT_20260506_101540.csv,0.583940936113944,0.00107393535698065,0,0,0,0
Y1Y2HEAT_20260506_104850.csv,0.582196236244192,0.00107017488729404,0,0,0,0
Y1Y2HEAT_20260506_105424.csv,0.584997863905543,0.00271479749752854,0,0,0,0
Y1Y2HEAT_20260506_112732.csv,0.581569771160026,0.0010690202850359,0,0,0,0
Y1Y2HEAT_20260506_120038.csv,0.583251243390786,0.00107240976349483,0,0,0,0
Y1Y2HEAT_20260506_123349.csv,0.58293598423253,0.00107168147861344,0,0,0,0
Y1Y2HEAT_20260506_130701.csv,0.582110428230568,0.00106999579484562,0,0,0,0
Y1Y2HEAT_20260506_134009.csv,0.582628291965834,0.00107076244111153,0,0,0,0
Y1Y2HEAT_20260506_141319.csv,0.582478254554793,0.00107088599799051,0,0,0,0
Y1Y2HEAT_20260506_144631.csv,0.582083686363925,0.00106982242151618,0,0,0,0
Y1Y2HEAT_20260506_151940.csv,0.581885463474088,0.00106928466663904,0,0,0,0
Y1Y2HEAT_20260506_155247.csv,0.583800111449165,0.00107360220648724,0,0,0,0
Y1Y2HEAT_20260506_162603.csv,0.582693773610589,0.00107109539596296,0,0,0,0
Y1Y2HEAT_20260506_165919.csv,0.581948486244644,0.00106955672867842,0,0,0,0
Y1Y2HEAT_20260506_173234.csv,0.582615442485172,0.00107095524585519,0,0,0,0
Y1Y2HEAT_20260506_180547.csv,0.582903972360023,0.00107172421850275,0,0,0,0
Y1Y2HEAT_20260506_183902.csv,0.582464315686775,0.00107081694813303,0,0,0,0
Y1Y2HEAT_20260506_191219.csv,0.583203039330735,0.00107208266911778,0,0,0,0
Y1Y2HEAT_20260506_194540.csv,0.582345728303382,0.00107037863010384,0,0,0,0
Y1Y2HEAT_20260506_201854.csv,0.583351802799532,0.00107263649341118,0,0,0,0
Y1Y2HEAT_20260506_205211.csv,0.582725496790638,0.00107102617365127,0,0,0,0
Y1Y2HEAT_20260506_212520.csv,0.583877716643148,0.00107362099825362,0,0,0,0
Y1Y2HEAT_20260506_215831.csv,0.583036933861874,0.00107158063097989,0,0,0,0
Y1Y2HEAT_20260506_223145.csv,0.584420928787755,0.00107477911797171,0,0,0,0
Y1Y2HEAT_20260506_230502.csv,0.583009286619941,0.00107198453851949,0,0,0,0
Y1Y2HEAT_20260506_233811.csv,0.583582161239505,0.00107315737037699,0,0,0,0
Y1Y2HEAT_20260507_001130.csv,0.583521742827052,0.00107250008230986,0,0,0,0
Y1Y2HEAT_20260507_004442.csv,0.583693932832675,0.00107293422406504,0,0,0,0
Y1Y2HEAT_20260507_011748.csv,0.583748092699936,0.00107295440219021,0,0,0,0
Y1Y2HEAT_20260507_015103.csv,0.58378199301379,0.00107348674452597,0,0,0,0
Y1Y2HEAT_20260507_022418.csv,0.58384495020041,0.00107344499152626,0,0,0,0
Y1Y2HEAT_20260507_025731.csv,0.58457218380852,0.00107511396837044,0,0,0,0
Y1Y2HEAT_20260507_031848.csv,0.584367065580084,0.00134586967297448,0,0,0,0
Y1Y2HEAT_20260507_035152.csv,0.58490481204436,0.00107528530007865,0,0,0,0
Y1Y2HEAT_20260507_042505.csv,0.583998018336543,0.00107384459459266,0,0,0,0
Y1Y2HEAT_20260507_045811.csv,0.584614041186316,0.0010752237524817,0,0,0,0
Y1Y2HEAT_20260507_053124.csv,0.58405095796097,0.00107407435016464,0,0,0,0
Y1Y2HEAT_20260507_060439.csv,0.584369734950272,0.00107477094331873,0,0,0,0
Y1Y2HEAT_20260507_063748.csv,0.584092876720475,0.0010737977572352,0,0,0,0
Y1Y2HEAT_20260507_071057.csv,0.584300842499877,0.00107448064576233,0,0,0,0
Y1Y2HEAT_20260507_074407.csv,0.584234403332793,0.00107462868095467,0,0,0,0
Y1Y2HEAT_20260507_081722.csv,0.583530689677328,0.00107286797215995,0,0,0,0
Y1Y2HEAT_20260507_085033.csv,0.584148817592452,0.00107449502321755,0,0,0,0
Y1Y2HEAT_20260507_092345.csv,0.583948678469822,0.00107389327689014,0,0,0,0
Y1Y2HEAT_20260507_095656.csv,0.58435046276782,0.0010745422699328,0,0,0,0
Y1Y2HEAT_20260507_103006.csv,0.585349824317604,0.0010765802601093,0,0,0,0
Y1Y2HEAT_20260507_110317.csv,0.584036290509652,0.00107405108080436,0,0,0,0
Y1Y2HEAT_20260507_113629.csv,0.584850093861882,0.00107576235102439,0,0,0,0
Y1Y2HEAT_20260507_120939.csv,0.583348963111254,0.0010724682668219,0,0,0,0
Y1Y2HEAT_20260507_124246.csv,0.583913691884134,0.00107376997965236,0,0,0,0
Y1Y2HEAT_20260507_131557.csv,0.585225666163764,0.0010766201439766,0,0,0,0
Y1Y2HEAT_20260507_134911.csv,0.58345424784975,0.00107280871370442,0,0,0,0
Y1Y2HEAT_20260507_142229.csv,0.583670777589653,0.00107293806095235,0,0,0,0
Y1Y2HEAT_20260507_145532.csv,0.584763877580408,0.00107548911759074,0,0,0,0
Y1Y2HEAT_20260507_152912.csv,0.584257381837473,0.00107442192744265,0,0,0,0
ANA_20260505_153506.csv,0.496283474589157,0.000885773294706274,0,0,0,0
ANA_20260507_154544.csv,0.494439279587784,0.000882774700204123,0,0,0,0
