Sample Name,S Parameter,S Uncertainty,Left W Parameter,Left W Uncertainty,Right W Parameter,Right W Uncertainty
T1T2_VacHeat_20260513_230627.csv,0.577757455977076,0.00106149084788359,0,0,0,0
T1T2_VacHeat_20260513_231218.csv,0.57421341338594,0.00264109809582524,0,0,0,0
T1T2_VacHeat_20260513_234605.csv,0.577660993566523,0.00106090261601632,0,0,0,0
T1T2_VacHeat_20260514_002002.csv,0.576312678067346,0.00105854997724559,0,0,0,0
T1T2_VacHeat_20260514_005356.csv,0.57727598264098,0.00106013740916218,0,0,0,0
T1T2_VacHeat_20260514_012751.csv,0.577832967442494,0.00106172930536616,0,0,0,0
T1T2_VacHeat_20260514_020146.csv,0.57631640345825,0.00105833932837016,0,0,0,0
T1T2_VacHeat_20260514_022609.csv,0.576478513936247,0.00125041411926888,0,0,0,0
T1T2_VacHeat_20260514_025959.csv,0.577902384789257,0.0010618544982223,0,0,0,0
T1T2_VacHeat_20260514_033352.csv,0.576913759972942,0.00105944052335434,0,0,0,0
T1T2_VacHeat_20260514_040749.csv,0.575913594523837,0.00105747594164529,0,0,0,0
T1T2_VacHeat_20260514_044146.csv,0.576304312351761,0.00105854364586371,0,0,0,0
T1T2_VacHeat_20260514_051541.csv,0.576812070019984,0.00105933582852587,0,0,0,0
T1T2_VacHeat_20260514_053951.csv,0.576113045550094,0.00125639254420993,0,0,0,0
T1T2_VacHeat_20260514_061341.csv,0.575706933034081,0.00105737337958398,0,0,0,0
T1T2_VacHeat_20260514_064726.csv,0.577802822219346,0.00106150913601566,0,0,0,0
T1T2_VacHeat_20260514_072121.csv,0.575941669129349,0.00105750789211172,0,0,0,0
T1T2_VacHeat_20260514_075515.csv,0.577153695808666,0.00106026097614471,0,0,0,0
T1T2_VacHeat_20260514_082908.csv,0.576985283554236,0.00105975085579935,0,0,0,0
T1T2_VacHeat_20260514_090302.csv,0.577601540295312,0.00106123959818536,0,0,0,0
T1T2_VacHeat_20260514_093658.csv,0.576960859845945,0.00105995421611665,0,0,0,0
T1T2_VacHeat_20260514_101056.csv,0.574935560060048,0.0010553887350872,0,0,0,0
T1T2_VacHeat_20260514_104448.csv,0.577616698030182,0.00106092166154363,0,0,0,0
T1T2_VacHeat_20260514_111839.csv,0.577554627311215,0.00106099933269639,0,0,0,0
T1T2_VacHeat_20260514_115229.csv,0.576959771768351,0.00105975002823561,0,0,0,0
T1T2_VacHeat_20260514_121656.csv,0.576510660106912,0.00125049892769095,0,0,0,0
T1T2_VacHeat_20260514_125043.csv,0.577534415419139,0.00106078183483786,0,0,0,0
T1T2_VacHeat_20260514_132433.csv,0.577078298299321,0.0010602471914928,0,0,0,0
T1T2_VacHeat_20260514_135828.csv,0.576029615415817,0.00105786965360844,0,0,0,0
T1T2_VacHeat_20260514_143226.csv,0.576045115186834,0.00105784081253763,0,0,0,0
T1T2_VacHeat_20260514_150619.csv,0.576660013199767,0.00105890074930288,0,0,0,0
T1T2_VacHeat_20260514_154017.csv,0.576599205152197,0.00105904266969939,0,0,0,0
T1T2_VacHeat_20260514_161344.csv,0.574146534687762,0.00105358124589684,0,0,0,0
